Galaxy,r_kpc,Vobs_kms,e_Vobs_kms,Vgas_kms,Vdisk_kms,Vbul_kms,SBdisk,SBbul,source_file,line_no,n_columns,D_Mpc,Inc_deg,L36_Lsun,MHI_Msun,Mbar_Msun,gas_fraction,Rdisk_kpc,SBdisk_Lsun_pc2,Vflat_kms,Q,Vbar2_kms2,Vbar_kms,Vobs2_kms2,C_kms2,g_obs_m_s2,g_bar_m_s2,D_DM,log_g_obs,log_g_bar,log_D_DM,valid_acceleration,g_rar_pred_m_s2,log_g_rar_pred,rar_residual_dex,baryon_only_residual_dex
UGC04305,1.5,34.5,4.7,7.83,30.56,0.0,23.92,0.0,UGC04305_rotmod.dat,9,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,528.2657,22.98403141313551,1190.25,661.9843,2.5715583661741038e-11,1.1413283599225534e-11,2.2531275454756954,-10.589803614131272,-10.942589391176197,0.35278577704492614,True,4.502928627613139e-11,-10.346504936643424,-0.24329867748784828,0.3527857770449252
UGC04305,1.76,36.0,3.51,8.37,30.97,0.0,17.24,0.0,UGC04305_rotmod.dat,10,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,549.62735,23.44413252820415,1296.0,746.37265,2.3863920222272145e-11,1.0120573481773803e-11,2.3579612622989012,-10.622258211501714,-10.994794877524559,0.37253666602284435,True,4.205954224313777e-11,-10.37613545828691,-0.24612275321480404,0.3725366660228442
UGC04305,2.01,37.3,3.45,8.4,29.96,0.0,13.58,0.0,UGC04305_rotmod.dat,11,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,519.3608,22.789488805148746,1391.2899999999997,871.9291999999997,2.2432158296572395e-11,8.373799623827151e-12,2.678850617913404,-10.649128939025251,-11.077077435528302,0.42794849650304967,True,3.7805700784410156e-11,-10.422442707238542,-0.22668623178670977,0.4279484965030509
UGC04305,2.26,35.6,3.57,10.27,30.04,0.0,14.97,0.0,UGC04305_rotmod.dat,12,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,556.6736999999999,23.593933542332444,1267.3600000000001,710.6863000000002,1.817360194809828e-11,7.982551318311354e-12,2.2766658457189553,-10.740558988423789,-11.097858280782528,0.3572992923587404,True,3.680734364440205e-11,-10.43406552409655,-0.30649346432723945,0.35729929235873925
UGC04305,2.51,34.9,3.88,11.89,31.48,0.0,13.82,0.0,UGC04305_rotmod.dat,13,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,636.8673,25.236229908605605,1218.01,581.1427,1.5726301124845146e-11,8.222893848463551e-12,1.9125020235769683,-10.803373412784817,-11.0849753161283,0.2816019033434833,True,3.7422831697901153e-11,-10.42686335354782,-0.3765100592369972,0.2816019033434838
UGC04305,2.76,32.7,3.27,15.11,33.07,0.0,11.76,0.0,UGC04305_rotmod.dat,14,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,775.12455,27.841058708317828,1069.2900000000002,294.1654500000002,1.2555553936267994e-11,9.101476769492332e-12,1.3795073320797286,-10.901164121966783,-11.040888135062746,0.13972401309596164,True,3.961563292050943e-11,-10.402133401161377,-0.4990307208054059,0.13972401309596272
UGC04305,3.01,32.8,3.21,17.63,34.11,0.0,8.8,0.0,UGC04305_rotmod.dat,15,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,892.56295,29.87579203971001,1075.84,183.27704999999992,1.1583255783241949e-11,9.609965192310189e-12,1.2053379540345026,-10.936169353392623,-11.01727818536111,0.08110883196848671,True,4.084742117983088e-11,-10.388835356578861,-0.5473339968137623,0.0811088319684874
UGC04305,3.27,33.2,3.21,19.74,33.92,0.0,5.53,0.0,UGC04305_rotmod.dat,16,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,964.9508000000001,31.06365722190483,1102.2400000000002,137.28920000000016,1.092390386543473e-11,9.563280024381564e-12,1.1422758548933272,-10.961622130474352,-11.019393127370993,0.05777099689664058,True,4.0735386516244123e-11,-10.390028158546277,-0.571593971928074,0.057770996896641336
UGC04305,3.51,32.1,3.23,22.06,33.27,0.0,4.03,0.0,UGC04305_rotmod.dat,17,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1040.09005,32.250427128954435,1030.41,-9.680049999999937,9.513764637140652e-12,9.60314043645913e-12,0.9906930654706292,-11.021647596878218,-11.01758671996123,-0.00406087691698861,True,4.08310561825047e-11,-10.389009385977051,-0.6326382109011668,-0.004060876916987866
UGC04305,3.76,30.1,3.16,23.37,32.39,0.0,2.74,0.0,UGC04305_rotmod.dat,18,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1070.71295,32.7217504116146,906.0100000000001,-164.70295,7.808985223482686e-12,9.228575407712451e-12,0.8461745045672603,-11.107405398962113,-11.034865334761738,-0.07254006420037505,True,3.9925944947870545e-11,-10.398744796397008,-0.7086606025651054,-0.07254006420037484
UGC04305,4.02,32.3,3.16,24.68,31.18,0.0,1.92,0.0,UGC04305_rotmod.dat,19,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1095.1986,33.093784914995744,1043.2899999999997,-51.908600000000206,8.410628420110476e-12,8.829096867433989e-12,0.9526034821446995,-11.075171553644402,-11.054083718341982,-0.021087835302420994,True,3.8944941260619485e-11,-10.409548946856123,-0.6656226067882791,-0.021087835302420643
UGC04305,4.26,33.6,3.12,25.38,30.16,0.0,1.67,0.0,UGC04305_rotmod.dat,20,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1098.9571999999998,33.150523374450664,1128.96,30.002800000000207,8.588521564814814e-12,8.36027637029523e-12,1.027301154221475,-11.066081589545169,-11.077779365609993,0.01169777606482473,True,3.777150052771524e-11,-10.422835761850733,-0.643245827694436,0.011697776064824694
UGC04305,4.52,35.1,3.12,25.99,29.51,0.0,1.74,0.0,UGC04305_rotmod.dat,21,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1110.90015,33.33016876644941,1232.01,121.10985000000005,8.833346222098126e-12,7.965004864514687e-12,1.109019563999519,-11.053874747101872,-11.098813954623523,0.044939207521650384,True,3.676212771012548e-11,-10.434599360560545,-0.619275386541327,0.044939207521650815
UGC04305,4.77,35.3,3.12,26.59,29.25,0.0,1.45,0.0,UGC04305_rotmod.dat,22,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1134.80935,33.68693144232641,1246.0899999999997,111.2806499999997,8.466043322397756e-12,7.70999295376902e-12,1.098061097223071,-11.072319513486606,-11.112946018854442,0.040626505367835665,True,3.6100512265837155e-11,-10.442486635417115,-0.6298328780694913,0.040626505367836074
UGC04305,5.02,35.2,3.13,26.9,29.1,0.0,1.14,0.0,UGC04305_rotmod.dat,23,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1147.0149999999999,33.86760989500144,1239.0400000000002,92.02500000000032,7.998914682854874e-12,7.404825610920373e-12,1.0802299882739115,-11.096968935410896,-11.130485164976237,0.033516229565341144,True,3.529735854482782e-11,-10.45225779354499,-0.6447111418659066,0.033516229565341504
UGC04305,5.27,34.6,3.11,27.2,28.04,0.0,0.0,0.0,UGC04305_rotmod.dat,24,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1132.9607999999998,33.659483061984176,1197.16,64.19920000000025,7.361919040135137e-12,6.967126938125842e-12,1.056664979053115,-11.133008962849132,-11.15694627673034,0.023937313881207366,True,3.4122183839494625e-11,-10.466963181517082,-0.6660457813320502,0.023937313881207345
UGC04305,5.52,33.0,3.11,27.3,26.8,0.0,0.0,0.0,UGC04305_rotmod.dat,25,8,3.45,40.0,736000000.0,690000000.0,1285700000.0,0.7137745974955277,1.16,88.07,34.5,3,1104.41,33.23266465392145,1089.0,-15.410000000000082,6.393493924284265e-12,6.48396567944792e-12,0.9860468485435663,-11.194261743195563,-11.188159292599869,-0.006102450595692851,True,3.279028639907918e-11,-10.484254790070601,-0.710006953124962,-0.006102450595694364
UGC04325,0.7,41.3,3.05,2.87,20.97,0.0,87.42,0.0,UGC04325_rotmod.dat,4,8,9.6,41.0,2025999999.9999998,678000000.0,1914740000.0,0.4709464470371956,1.86,213.22,90.9,1,228.10734999999997,15.10322316593382,1705.6899999999998,1477.5826499999998,7.896806894589085e-11,1.0560651080714815e-11,7.477575799289239,-10.102548481923593,-10.97630930604035,0.8737608241167558,True,4.308573446513413e-11,-10.365666499412473,0.2631180174888801,0.873760824116756
UGC04325,1.4,68.7,3.07,6.75,32.22,0.0,61.1,0.0,UGC04325_rotmod.dat,5,8,9.6,41.0,2025999999.9999998,678000000.0,1914740000.0,0.4709464470371956,1.86,213.22,90.9,1,564.6266999999999,23.76187492602383,4719.6900000000005,4155.063300000001,1.0925338288998341e-10,1.307021796876655e-11,8.358956457425764,-9.961565106781276,-10.883717169738262,0.9221520629569865,True,4.865846965994396e-11,-10.31284155403021,0.35127644724893514,0.9221520629569859
UGC04325,2.09,83.8,3.05,14.14,40.91,0.0,42.17,0.0,UGC04325_rotmod.dat,6,8,9.6,41.0,2025999999.9999998,678000000.0,1914740000.0,0.4709464470371956,1.86,213.22,90.9,1,1036.7536499999999,32.198659133572626,7022.44,5985.68635,1.0889080437017077e-10,1.6076027546295944e-11,6.77348953630402,-9.963008794072639,-10.793821258315155,0.8308124642425168,True,5.4841168985527775e-11,-10.260893296432611,0.2978845023599721,0.8308124642425163
UGC04325,2.79,88.7,3.05,20.18,46.75,0.0,29.93,0.0,UGC04325_rotmod.dat,7,8,9.6,41.0,2025999999.9999998,678000000.0,1914740000.0,0.4709464470371956,1.86,213.22,90.9,1,1500.0136499999999,38.73000968241552,7867.6900000000005,6367.676350000001,9.138869823572952e-11,1.7423703121160745e-11,5.245078936448346,-10.039107508832283,-10.758859537378251,0.7197520285459682,True,5.747770925858267e-11,-10.240500548752522,0.20139303992023905,0.7197520285459689
UGC04325,3.49,90.1,3.05,24.08,50.1,0.0,17.39,0.0,UGC04325_rotmod.dat,8,8,9.6,41.0,2025999999.9999998,678000000.0,1914740000.0,0.4709464470371956,1.86,213.22,90.9,1,1834.8514,42.835165460168355,8118.009999999999,6283.158599999999,7.538303346562249e-11,1.703824761125501e-11,4.424341938535186,-10.122726390223193,-10.768575074586808,0.645848684363615,True,5.673113087473001e-11,-10.24617855915062,0.12345216892742705,0.6458486843636155
UGC04325,4.19,91.6,3.05,26.71,49.34,0.0,9.83,0.0,UGC04325_rotmod.dat,9,8,9.6,41.0,2025999999.9999998,678000000.0,1914740000.0,0.4709464470371956,1.86,213.22,90.9,1,1930.6419,43.939070313332756,8390.56,6459.918099999999,6.489726270844943e-11,1.4932659391058514e-11,4.345994977110982,-10.187773620852733,-10.825862840901149,0.6380892200484163,True,5.2542674693194064e-11,-10.279487823157702,0.09171420230496885,0.6380892200484158
UGC04325,4.89,92.7,3.05,28.08,47.94,0.0,4.64,0.0,UGC04325_rotmod.dat,10,8,9.6,41.0,2025999999.9999998,678000000.0,1914740000.0,0.4709464470371956,1.86,213.22,90.9,1,1937.6081999999997,44.01827120639791,8593.29,6655.681800000001,5.695083079793327e-11,1.2841228068747595e-11,4.434998778390803,-10.244499936056764,-10.89139344059921,0.646893504542445,True,4.8167446435003103e-11,-10.317246376907141,0.07274644085037707,0.6468935045424455
UGC04325,5.59,91.5,3.05,29.25,45.47,0.0,1.75,0.0,UGC04325_rotmod.dat,11,8,9.6,41.0,2025999999.9999998,678000000.0,1914740000.0,0.4709464470371956,1.86,213.22,90.9,1,1889.32295,43.46634272629801,8372.25,6482.92705,4.8537771746065453e-11,1.0953271354976622e-11,4.431349336014788,-10.313920164975665,-10.960456153040079,0.6465359880644131,True,4.3987733957826195e-11,-10.356668410265925,0.042748245290260556,0.6465359880644144
UGC04483,0.08,5.11,2.79,1.47,3.91,0.0,41.7,0.0,UGC04483_rotmod.dat,4,8,3.34,58.0,13000000.0,32000000.0,49060000.0,0.8675091724419078,0.18,82.57,0.0,2,9.804950000000002,3.131285678439449,26.1121,16.30715,1.0577944110487527e-11,3.971959861754693e-12,2.6631548350578016,-10.975598731944656,-11.400995148874172,0.4253964169295146,True,2.5076680066155794e-11,-10.600729960839224,-0.37486877110543126,0.4253964169295159
UGC04483,0.24,10.8,1.94,4.46,8.92,0.0,19.51,0.0,UGC04483_rotmod.dat,5,8,3.34,58.0,13000000.0,32000000.0,49060000.0,0.8675091724419078,0.18,82.57,0.0,2,59.674800000000005,7.724946601757193,116.64000000000001,56.96520000000001,1.5750187346699618e-11,8.058035664238941e-12,1.9545938989322131,-10.802714275959845,-11.093770814789798,0.29105653882995336,True,3.700141978796837e-11,-10.431781611223546,-0.3709326647362996,0.2910565388299524
UGC04483,0.4,17.3,1.56,7.28,9.95,0.0,6.19,0.0,UGC04483_rotmod.dat,6,8,3.34,58.0,13000000.0,32000000.0,49060000.0,0.8675091724419078,0.18,82.57,0.0,2,102.49965,10.124211080375597,299.29,196.79035000000002,2.42483208384451e-11,8.304468572382403e-12,2.919912409457008,-10.61531833029251,-11.080688154117627,0.46536982382511705,True,3.763013459486112e-11,-10.42446422829983,-0.19085410199268082,0.4653698238251174
UGC04483,0.57,20.8,1.25,9.38,9.7,0.0,2.73,0.0,UGC04483_rotmod.dat,7,8,3.34,58.0,13000000.0,32000000.0,49060000.0,0.8675091724419078,0.18,82.57,0.0,2,135.0294,11.620215144307785,432.64000000000004,297.61060000000003,2.4598083364652814e-11,7.677201455896474e-12,3.2040429713825285,-10.609098730969107,-11.114797063009636,0.505698332040529,True,3.6014817618260267e-11,-10.443518780181577,-0.16557995078752974,0.505698332040529
UGC04483,0.73,20.8,1.62,10.63,9.13,0.0,1.13,0.0,UGC04483_rotmod.dat,8,8,3.34,58.0,13000000.0,32000000.0,49060000.0,0.8675091724419078,0.18,82.57,0.0,2,154.67535,12.436854505862808,432.64000000000004,277.96465,1.920672262719466e-11,6.866694121473405e-12,2.7970843447259046,-10.71654673541707,-11.163252297926155,0.4467055625090838,True,3.3848439908871304e-11,-10.470461343362361,-0.24608539205470947,0.44670556250908433
UGC04483,0.89,22.9,1.76,11.34,8.44,0.0,0.46,0.0,UGC04483_rotmod.dat,9,8,3.34,58.0,13000000.0,32000000.0,49060000.0,0.8675091724419078,0.18,82.57,0.0,2,164.2124,12.814538618303821,524.41,360.19759999999997,1.909547266491595e-11,5.979507247078134e-12,3.193485997403363,-10.719069587187276,-11.223334603418312,0.5042650162310371,True,3.1356462790317666e-11,-10.503672934421566,-0.21539665276571007,0.5042650162310363
UGC04483,1.05,24.3,2.23,11.95,7.79,0.0,0.19,0.0,UGC04483_rotmod.dat,10,8,3.34,58.0,13000000.0,32000000.0,49060000.0,0.8675091724419078,0.18,82.57,0.0,2,173.14454999999998,13.158440257112542,590.49,417.34545,1.8225216786895268e-11,5.344031159239659e-12,3.4103874479445073,-10.739327297095452,-11.272131018300776,0.5328037212053235,True,2.9478472547590846e-11,-10.530495023572103,-0.208832273523349,0.5328037212053243
UGC04483,1.21,24.2,1.23,12.36,7.22,0.0,0.0,0.0,UGC04483_rotmod.dat,11,8,3.34,58.0,13000000.0,32000000.0,49060000.0,0.8675091724419078,0.18,82.57,0.0,2,178.8338,13.372875532210715,585.64,406.8062,1.5685371760910727e-11,4.78975929993914e-12,3.274772442345909,-10.804505183577726,-11.319686310663679,0.5151811270859522,True,2.7764399917866158e-11,-10.556511708655515,-0.24799347492221102,0.5151811270859525
UGC04499,0.91,26.0,4.1,-3.26,30.14,0.0,60.69,0.0,UGC04499_rotmod.dat,4,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,443.58220000000006,21.061391217106245,676.0,232.41779999999994,2.4074360435872423e-11,1.579727480138646e-11,1.5239565519085303,-10.618445241601597,-10.8014178270203,0.1829725854187038,True,5.428628602455771e-11,-10.265309869418445,-0.35313537218315183,0.1829725854187032
UGC04499,1.82,45.1,3.02,5.75,35.45,0.0,25.56,0.0,UGC04499_rotmod.dat,5,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,661.41375,25.71796551051424,2034.0100000000002,1372.59625,3.6218557596278753e-11,1.177745045469084e-11,3.075246016581905,-10.441068849451293,-10.928948714073353,0.4878798646220607,True,4.5842768399608985e-11,-10.338729163632937,-0.10233968581835562,0.48787986462206057
UGC04499,2.73,57.0,2.97,15.79,36.37,0.0,15.15,0.0,UGC04499_rotmod.dat,6,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,910.71255,30.178014348197266,3249.0,2338.28745,3.856883484031041e-11,1.0811056302846396e-11,3.567536211069014,-10.413763480917911,-10.966131870886136,0.5523683899682246,True,4.366243697239973e-11,-10.359892028266607,-0.053871452651304,0.5523683899682243
UGC04499,3.63,62.0,2.85,22.36,38.25,0.0,9.97,0.0,UGC04499_rotmod.dat,7,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,1231.50085,35.09274640150012,3844.0,2612.49915,3.431833495488744e-11,1.0994552202790998e-11,3.1213945162928636,-10.464473791261742,-10.958822454326587,0.49434866306484315,True,4.408186098318271e-11,-10.355740079363464,-0.10873371189827807,0.4943486630648444
UGC04499,4.55,66.9,2.75,25.59,37.1,0.0,5.38,0.0,UGC04499_rotmod.dat,8,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,1343.0531,36.6476888766536,4475.610000000001,3132.5569000000005,3.187794328709911e-11,9.566019057371546e-12,3.332414779430537,-10.496509706343604,-11.019268758264069,0.522759051920465,True,4.0741965384336104e-11,-10.38995802455078,-0.10655168179282448,0.522759051920465
UGC04499,5.45,70.6,2.86,27.95,35.74,0.0,3.28,0.0,UGC04499_rotmod.dat,9,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,1419.8763,37.681245998507,4984.359999999999,3564.483699999999,2.9638918640614526e-11,8.443129736904392e-12,3.510418478004035,-10.528137645395173,-11.073496537318183,0.5453588919230095,True,3.798070037800265e-11,-10.420437030976114,-0.10770061441905909,0.5453588919230103
UGC04499,6.37,72.8,2.66,28.63,34.29,0.0,2.46,0.0,UGC04499_rotmod.dat,10,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,1407.5789499999998,37.51771514897995,5299.839999999999,3892.261049999999,2.696328368817712e-11,7.161150250263493e-12,3.765216864034519,-10.569227218931415,-11.145017214113858,0.5757899951824439,True,3.4646621345306694e-11,-10.460339110334498,-0.10888810859691667,0.5757899951824434
UGC04499,7.28,73.3,2.66,31.18,33.63,0.0,1.53,0.0,UGC04499_rotmod.dat,11,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,1537.6808500000002,39.21327390055566,5372.889999999999,3835.209149999999,2.3918064061075185e-11,6.84517067644946e-12,3.4941515984932763,-10.621273975252919,-11.16461571876212,0.543341743509199,True,3.3789567839749876e-11,-10.471217362709037,-0.15005661254388158,0.5433417435092007
UGC04499,8.18,74.3,2.67,32.26,33.14,0.0,0.0,0.0,UGC04499_rotmod.dat,12,8,12.5,50.0,1552000000.0,1100000000.0,2239000000.0,0.6534167038856632,1.73,127.3,72.8,1,1589.8374,39.87276514113361,5520.49,3930.6526,2.1871258752548562e-11,6.29867007274337e-12,3.4723613873972274,-10.66012622137231,-11.200751139600532,0.5406249182282217,True,3.226902202089663e-11,-10.491214196584448,-0.16891202478786305,0.5406249182282217
UGC05005,0.78,14.5,8.1,3.09,15.78,0.0,53.49,0.0,UGC05005_rotmod.dat,4,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,134.05229999999997,11.578095698343487,210.25,76.19770000000003,8.735562123149715e-12,5.569665609517729e-12,1.5684176996590136,-11.05870914344267,-11.254170878129795,0.19546173468712583,True,3.0155181566447467e-11,-10.520638052267847,-0.5380710911748228,0.19546173468712524
UGC05005,2.34,32.6,26.8,8.01,29.57,0.0,27.34,0.0,UGC05005_rotmod.dat,5,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,501.35255,22.390903286826102,1062.76,561.4074499999999,1.4718677767734587e-11,6.943474191239831e-12,2.119785767520281,-10.832131202496402,-11.158423174422753,0.32629197192635023,True,3.40578570031922e-11,-10.467782682297328,-0.3643485201990746,0.3262919719263504
UGC05005,3.91,48.6,11.3,11.69,39.92,0.0,21.36,0.0,UGC05005_rotmod.dat,6,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,933.4593,30.552566177000582,2361.96,1428.5007,1.9576959208429702e-11,7.736919608642544e-12,2.53032992440056,-10.708254764093418,-11.111431915705968,0.4031771516125492,True,3.6170773211863285e-11,-10.441642207355152,-0.26661255673826645,0.4031771516125495
UGC05005,5.47,58.1,6.1,14.84,44.43,0.0,11.76,0.0,UGC05005_rotmod.dat,7,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,1207.23805,34.745331341059334,3375.61,2168.37195,1.9999281494042588e-11,7.1524535098157245e-12,2.7961428154124204,-10.698985606774908,-11.145544956381297,0.44655934960638866,True,3.462323601677517e-11,-10.460632343781523,-0.23835326299338533,0.4465593496063889
UGC05005,7.04,65.9,8.71,17.28,44.27,0.0,7.46,0.0,UGC05005_rotmod.dat,8,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,1278.5148500000003,35.75632601372798,4342.81,3064.29515,1.9991603275556653e-11,5.885489271487315e-12,3.396761484624132,-10.699152375176231,-11.230217427625202,0.5310650524489726,True,3.108391799245676e-11,-10.507464245493313,-0.19168812968291782,0.5310650524489713
UGC05005,8.6,72.5,12.2,20.43,44.23,0.0,4.27,0.0,UGC05005_rotmod.dat,9,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,1395.5313499999997,37.35681129325681,5256.25,3860.7186500000003,1.980737923272319e-11,5.258847787035272e-12,3.7664865070928015,-10.703172983323718,-11.279109399296322,0.5759364159726028,True,2.9219969740648155e-11,-10.53432023814424,-0.16885274517947835,0.5759364159726044
UGC05005,10.17,78.6,28.4,23.88,42.94,0.0,2.88,0.0,UGC05005_rotmod.dat,10,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,1492.1761999999999,38.62869658686402,6177.959999999999,4685.783799999999,1.9686730402178672e-11,4.754979080788389e-12,4.140234913276329,-10.705826406066068,-11.322851389371815,0.6170249833057478,True,2.7654187044904808e-11,-10.558239104039918,-0.14758730202614956,0.6170249833057468
UGC05005,17.97,97.1,10.0,35.26,33.89,0.0,0.23,0.0,UGC05005_rotmod.dat,11,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,1817.5336499999999,42.63254214798831,9428.409999999998,7610.876349999999,1.7003559187751894e-11,3.2778104678843755e-12,5.187474795858664,-10.769460162515102,-11.484416162154076,0.7149559996389743,True,2.2606041209820737e-11,-10.645775485034653,-0.12368467748044942,0.714955999638974
UGC05005,21.07,99.4,10.0,36.58,30.93,0.0,0.09,0.0,UGC05005_rotmod.dat,12,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,1816.4288499999998,42.619582940240036,9880.36,8063.93115,1.5196993858687482e-11,2.793851446525507e-12,5.439442343144903,-10.818242312035611,-11.55379668972843,0.7355543776928165,True,2.074857872978805e-11,-10.683011646949506,-0.13523066508610526,0.735554377692818
UGC05005,22.72,100.0,10.0,37.09,29.59,0.0,0.05,0.0,UGC05005_rotmod.dat,13,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,1813.4521500000003,42.584646881241135,10000.0,8186.54785,1.4263993351427666e-11,2.586706941073221e-12,5.5143445610075785,-10.84575887226112,-11.587252771547933,0.7414938992868122,True,1.9911396679192382e-11,-10.70089827544261,-0.1448605968185106,0.7414938992868123
UGC05005,28.61,99.1,10.0,39.02,25.82,0.0,0.0,0.0,UGC05005_rotmod.dat,14,8,53.7,41.0,4099999999.9999995,3093000000.0,6163690000.0,0.6674070240391713,3.2,65.59,98.9,1,1855.8966000000003,43.08011838423846,9820.81,7964.9133999999995,1.1124459158884348e-11,2.1022548985075907e-12,5.2916795041275435,-10.953721094056851,-11.677314626888286,0.7235935328314358,True,1.783036081521546e-11,-10.748839868351759,-0.20488122570509226,0.7235935328314351
UGC05253,0.13,232.0,33.4,-2.47,8.23,149.99,789.02,34497.8,UGC05253_rotmod.dat,4,8,22.9,37.0,171582000000.0,16396000000.0,107597680000.0,0.202668682075673,8.07,189.16,213.7,2,15775.66562,125.60121663423487,53824.0,38048.33438,1.3417823421157961e-08,3.932726955268884e-09,3.411837021428957,-7.872317927747176,-8.405306205112359,0.5329882773651831,True,3.9501085861351084e-09,-8.4033909657125,0.5310730379653243,0.5329882773651828
UGC05253,0.25,233.0,16.9,-2.73,15.54,220.78,767.45,20300.24,UGC05253_rotmod.dat,5,8,22.9,37.0,171582000000.0,16396000000.0,107597680000.0,0.202668682075673,8.07,189.16,213.7,2,34233.95878,185.02421133462508,54289.0,20055.04122,7.037546673785805e-09,4.437788184396644e-09,1.5858230229486767,-8.152578711842137,-8.352833430482342,0.20025471864020347,True,4.451760371166181e-09,-8.351468220860488,0.19888950901835045,0.2002547186402044
UGC05253,0.38,234.0,14.6,-2.63,23.07,253.99,744.75,12406.57,UGC05253_rotmod.dat,6,8,22.9,37.0,171582000000.0,16396000000.0,107597680000.0,0.202668682075673,8.07,189.16,213.7,2,45416.83962,213.11226998931807,54756.0,9339.160380000001,4.669792388758307e-09,3.873314558750324e-09,1.205632106023673,-8.330702427018663,-8.411917231755943,0.08121480473728032,True,3.8911559218396e-09,-8.409921366308103,0.07921893928944002,0.08121480473728049
UGC05253,0.51,235.0,10.6,-2.41,30.21,269.15,722.72,8657.54,UGC05253_rotmod.dat,7,8,22.9,37.0,171582000000.0,16396000000.0,107597680000.0,0.202668682075673,8.07,189.16,213.7,2,51159.71969999999,226.18514473766837,55225.0,4065.280300000013,3.5092556129326485e-09,3.250928628579193e-09,1.0794625209801534,-8.454784996776603,-8.487992564971565,0.03320756819496344,True,3.2745123788227784e-09,-8.48485336344429,0.030068366667688196,0.03320756819496218
UGC05253,0.63,236.0,9.12,-2.13,36.51,276.27,702.97,6495.51,UGC05253_rotmod.dat,8,8,22.9,37.0,171582000000.0,16396000000.0,107597680000.0,0.202668682075673,8.07,189.16,213.7,2,54089.532179999995,232.57156356700187,55696.0,1606.4678200000053,2.865054655633228e-09,2.782416439121881e-09,1.0297001611079568,-8.542867088735507,-8.555577869427465,0.012710780691958022,True,2.8117137609395483e-09,-8.551028893599536,0.008161804864029065,0.012710780691957524
